OrigName,FoundName,Selection,TAXA,TITLE
Aberts Towhee,Melozone aberti,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Aberts Towhee,Pipilo aberti,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
American Goldfinch,Carduelis tristis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
American Goldfinch,Carduelis tristis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
American Goldfinch,Spinus tristis,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
American Goldfinch,Spinus tristis,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
American Wigeon,Anas americana,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
American Wigeon,Mareca americana,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Antarctic fur-seal,Arctocephalus gazella,1,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Antarctic fur-seal,Arctocephalus tropicalis,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Barred owl,Pulsatrix melanota,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Barred owl,Strix hylophila,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Barred owl,Strix varia,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Bewicks Wren,Thryomanes bewickii,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bewicks Wren,Thyromanes bewickii,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Black-Browed albatross,Thalassarche melanophris,1,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Black-Browed albatross,Thalassarche melanophrys,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Black-capped chickadee,Parus atricapillus,0,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Black-capped chickadee,Parus atricapillus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Black-capped chickadee,Poecile atricapillus,0,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Black-capped chickadee,Poecile atricapillus,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Blue Grosbeak,Cyanoloxia glaucocaerulea,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Blue Grosbeak,Passerina caerulea,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bobwhite,Colinus cristatus,NA,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Bobwhite,Colinus leucopogon,NA,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Bobwhite,Colinus nigrogularis,NA,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Bobwhite,Colinus virginianus,NA,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Brown creeper,Certhia americana,0,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Brown creeper,Certhia americana,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Brown creeper,Finschia novaeseelandiae,0,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Brown creeper,Finschia novaeseelandiae,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Brown creeper,Mohoua novaeseelandiae,0,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Brown creeper,Mohoua novaeseelandiae,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Bushtit,Aegithalos bonvaloti,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos caudatus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos concinnus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos exilis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos fuliginosus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos glaucogularis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos iouschistos,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos leucogenys,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos niveogularis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Aegithalos sharpei,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Psaltria exilis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Bushtit,Psaltriparus minimus,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Canyon Towhee,Melozone fusca,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Canyon Towhee,Pipilo fuscus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cardinal,Acalypha radians,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Aphilopota cardinalli,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Apogonichthyoides nigripinnis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Apogonichthyoides timorensis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Cardinalis cardinalis,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Cardinalis phoeniceus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Chalcopsitta cardinalis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Cheilodipterus arabicus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Conus cardinalis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Dasychira cardinalli,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Ipomoea multifida,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Lobelia cardinalis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Myripristis gildi,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Opisthodontia cardinalli,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Ostorhinchus apogonoides,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Ostorhinchus hartzfeldii,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Pachystachys spicata,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Parnassius cardinal,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Paroaria capitata,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Paroaria coronata,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Paroaria gularis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Penstemon cardinalis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Perola cardinalli,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Phidippus cardinalis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Pyrochroa serraticornis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Quelea cardinalis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Quelea cardinals,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Sena cardinalli,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Silene laciniata,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Sympetrum illotum,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Tegenaria parietina,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cardinal,Tillandsia fasciculata,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Carolina chickadee,Parus carolinensis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Carolina chickadee,Poecile carolinensis,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cedar Waxwing,Bombycilla cedrorum,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cedar Waxwing,Bombycilla cedrorum,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cedar Waxwing,Calycanthus floridus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cedar Waxwing,Calycanthus floridus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cerulean warbler,Dendroica cerulea,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cerulean warbler,Setophaga cerulea,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Cinnamon Teal,Anas cyanoptera,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cinnamon Teal,Spatula cyanoptera,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cliff Swallow,Petrochelidon perdita,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cliff Swallow,Petrochelidon preussi,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cliff Swallow,Petrochelidon pyrrhonota,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cliff Swallow,Petrochelidon rufigula,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cliff Swallow,Petrochelidon spilodera,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cockatiel,Nymphicus hollandicus,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Cockatiel,Pteragogus enneacanthus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Common Canary,Phalaris canariensis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Common Canary,Serinus canaria,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Common redpoll,Acanthis flammea,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Common redpoll,Carduelis flammea,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Common redpoll,Leucosticte tephrocotis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Common Snipe,Gallinago delicata,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Common Snipe,Gallinago gallinago,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Common Snipe,Rhagio mystaceus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Crabeater seal,Lobodon carcinophaga,1,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Crabeater seal,Lobodon carcinophagus,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Downy woodpecker,Dryobates pubescens,1,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Downy woodpecker,Dryobates pubescens,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Downy woodpecker,Picoides pubescens,0,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Downy woodpecker,Picoides pubescens,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Dusky Flycatcher,Empidonax oberholseri,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Dusky Flycatcher,Muscicapa adusta,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Eurasian Wigeon,Anas penelope,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Eurasian Wigeon,Mareca penelope,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Evening grosbeak,Coccothraustes vespertinus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Evening grosbeak,Hesperiphona vespertina,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Fin whale,Balaenoptera edeni,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Fin whale,Balaenoptera omurai,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Fin whale,Balaenoptera physalus,1,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Fox sparrow,Passerella iliaca,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Fox sparrow,Passerella megarhyncha,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Fox sparrow,Passerella schistacea,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Fox sparrow,Passerella unalaschcensis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Great Egret,Ardea alba,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Great Egret,Casmerodius alba,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Green Heron,Butorides striata,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Green Heron,Butorides virescens,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Hairy woodpecker,Leuconotopicus villosus,0,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Hairy woodpecker,Leuconotopicus villosus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Hairy woodpecker,Picoides villosus,1,Birds,Bird community dynamics in a temperate deciduous forest Long-term trends at Hubbard Brook
Hairy woodpecker,Picoides villosus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Herring Gull,Larus argentatus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Herring Gull,Larus smithsonianus,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Hooded Oriole,Icterus cucullatus,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Hooded Oriole,Oriolus xanthornus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Horned Lark,Eremophila alpestris,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Horned Lark,Eremophila bilopha,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Horned Lark,Galerida cristata,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Horned Lark,Sturnella neglecta,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Horned Lark,Uniola paniculata,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
House Finch,Carpodacus mexicanus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
House Finch,Haemorhous mexicanus,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Kentucky warbler,Geothlypis formosa,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Kentucky warbler,Ictinia mississippiensis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Kentucky warbler,Oporonis forosus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Kentucky warbler,Oporornis formosus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Killer whale,Feresa attenuata,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Killer whale,Orcinus orca,1,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Killer whale,Pseudorca crassidens,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Ladder-backed Woodpecker,Dryobates scalaris,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Ladder-backed Woodpecker,Picoides scalaris,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Least Sandpiper,Actitis macularius,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Least Sandpiper,Calidris minutilla,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Least Tern,Sterna antillarum,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Least Tern,Sternula antillarum,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Lesser Goldfinch,Carduelis psaltria,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Lesser Goldfinch,Spinus psaltria,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Louisiana waterthrush,Parkesia motacilla,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Louisiana waterthrush,Seiurus aquaticus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Louisiana waterthrush,Seiurus motacilla,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Lucys Warbler,Leiothlypis luciae,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Lucys Warbler,Oreothlypis luciae,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Lucys Warbler,Vermivora luciae,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
MacGillivrays Warbler,Geothlypis tolmiei,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
MacGillivrays Warbler,Oporornis tolmiei,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Magnolia Warbler,Dendroica magnolia,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Magnolia Warbler,Setophaga magnolia,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Mallard,Anas oustaleti,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Mallard,Anas platyrhynchos,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Mallard,Malva sylvestris,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Mallard,Ophrys barbaricina,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Arborophila charltonii,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Citrobacter phage,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Falco chicquera,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Falco columbarius,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Hormodendrum rossicum,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Isoetes tegetiformans,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Lyncina kuroharai,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Makaira mazara,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Makaira nigricans,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Merlangius merlangus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Platycheirus altomontis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Pseudhymenochirus merlini,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Merlin,Remora brachyptera,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Minke whale,Balaenoptera acutorostrata,1,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Minke whale,Balaenoptera bonaerensis,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Mockingbird,Melanotis caerulescens,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Melanotis hypoleucus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus dorsalis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus gilvus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus graysoni,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus gundlachii,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus longicaudatus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus macdonaldi,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus melanotis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus parvulus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus patagonicus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus polyglottos,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus saturninus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus thenca,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus trifasciatus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mockingbird,Mimus triurus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mourning Dove,Streptopelia decipiens,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Mourning Dove,Streptopelia decipiens,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Mourning Dove,Zenaida macroura,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Mourning Dove,Zenaida macroura,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Nashville Warbler,Leiothlypis ruficapilla,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Nashville Warbler,Oreothlypis ruficapilla,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Nashville Warbler,Tympanuchus cupido,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Nashville Warbler,Vermivora ruficapilla,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Northern Harrier,Circus cyaneus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Northern Harrier,Circus hudsonius,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Northern Shoveler,Anas clypeata,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Northern Shoveler,Brachyurophis roperi,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Northern Shoveler,Spatula clypeata,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Orange-crowned Warbler,Leiothlypis celata,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Orange-crowned Warbler,Oreothlypis celata,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Orange-crowned Warbler,Vermivora celata,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Orange-fronted Parakeet,Aratinga canicularis,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Orange-fronted Parakeet,Cyanoramphus malherbi,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Orange-fronted Parakeet,Eupsittula canicularis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Osprey,Pandion cristatus,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Osprey,Pandion haliaetus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Phainopepla,Galbula dea,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Phainopepla,Phainopepla nitans,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Phainopepla,Phainopepla nitens,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Pied-billed Grebe,Podilymbus gigas,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Pied-billed Grebe,Podilymbus podiceps,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Pilot whale,Globicephala macrorhynchus,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Pilot whale,Globicephala melas,1,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Pilot whale,Pseudorca crassidens,0,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula
Purple finch,Carpodacus purpureus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
