usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,class,submittedname,matchcategory,note,acceptedUsageKey
7341587,"Melozone aberti (S.F.Baird, 1852)",Melozone aberti,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Emberizidae,Melozone,Melozone aberti,1,44,212,729,9608,2491170,7341587,FALSE,Aves,Melozone aberti,Top,NA,NA
5231640,"Spinus tristis (Linnaeus, 1758)",Spinus tristis,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Spinus,Spinus tristis,1,44,212,729,5242,8051475,5231640,FALSE,Aves,Spinus tristis,Top,NA,NA
1040498,"Stenus tristis Casey, 1884",Stenus tristis,SPECIES,ACCEPTED,0,FUZZY,Animalia,Arthropoda,Coleoptera,Staphylinidae,Stenus,Stenus tristis,1,54,216,1470,7854,9025291,1040498,FALSE,Insecta,Spinus tristis,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=1,NA
11002037,"Stenus tristis Casey, 1884",Stenus tristis,SPECIES,SYNONYM,0,FUZZY,Animalia,Arthropoda,Coleoptera,Staphylinidae,Stenus,Stenus tristis,1,54,216,1470,7854,9025291,1040498,TRUE,Insecta,Spinus tristis,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,1040498
8872579,"Sunius tristis Erichson, 1840",Sunius tristis,SPECIES,SYNONYM,0,FUZZY,Animalia,Arthropoda,Coleoptera,Staphylinidae,Astenus,Astenus tristis,1,54,216,1470,7854,5431102,5746478,TRUE,Insecta,Spinus tristis,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,5746478
2498154,"Anas americana Gmelin, 1789",Anas americana,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Anas,Anas americana,1,44,212,1108,2986,2498056,2498154,FALSE,Aves,Anas americana,Top,NA,NA
5152729,"Anapus americanus Knight, 1959",Anapus americanus,SPECIES,ACCEPTED,69,FUZZY,Animalia,Arthropoda,Hemiptera,Miridae,Anapus,Anapus americanus,1,54,216,809,4319,2010104,5152729,FALSE,Insecta,Anas americana,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=1,NA
9273909,"Abax americanus (Dejean, 1828)",Abax americanus,SPECIES,SYNONYM,0,FUZZY,Animalia,Arthropoda,Coleoptera,Carabidae,Cyclotrachelus,Cyclotrachelus sigillatus,1,54,216,1470,3792,5431138,7869349,TRUE,Insecta,Anas americana,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,7869349
8002839,Alnus americana (Regel) Czerep.,Alnus americana,SPECIES,SYNONYM,0,FUZZY,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,Alnus incana,6,7707728,220,1354,4688,2876099,9148577,TRUE,Magnoliopsida,Anas americana,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,2876469
2876475,Alnus americana K.Koch,Alnus americana,SPECIES,SYNONYM,0,FUZZY,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,Alnus serrulata,6,7707728,220,1354,4688,2876099,2876528,TRUE,Magnoliopsida,Anas americana,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,2876528
8162966,"Argas americana Packard, 1873",Argas americana,SPECIES,SYNONYM,0,FUZZY,Animalia,Arthropoda,Ixodida,Argasidae,Argas,Argas radiatus,1,54,NA,1425,9168,2184982,2184893,TRUE,NA,Anas americana,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,2184893
2184407,"Argas americana Townsend, 1893",Argas americana,SPECIES,SYNONYM,0,FUZZY,Animalia,Arthropoda,Ixodida,Argasidae,Otobius,Otobius megnini,1,54,NA,1425,9168,2184399,2184404,TRUE,NA,Anas americana,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,2184404
8865446,"Acus americana Plumier, 1803",Acus americana,SPECIES,DOUBTFUL,0,FUZZY,Animalia,Chordata,Perciformes,Sphyraenidae,Sphyraena,Acus americana,1,44,204,587,5069,2369201,8865446,FALSE,Actinopterygii,Anas americana,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=-5,NA
2433472,"Arctocephalus gazella (Peters, 1875)",Arctocephalus gazella,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Carnivora,Otariidae,Arctocephalus,Arctocephalus gazella,1,44,359,732,5309,2433469,2433472,FALSE,Mammalia,Arctocephalus gazella,Top,NA,NA
2497541,"Strix varia Barton, 1799",Strix varia,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Strigiformes,Strigidae,Strix,Strix varia,1,44,212,1450,9348,2497486,2497541,FALSE,Aves,Strix varia,Top,NA,NA
8982932,"Strix badia Horsfield, 1821",Strix badia,SPECIES,SYNONYM,8,FUZZY,Animalia,Chordata,Strigiformes,Tytonidae,Phodilus,Phodilus badius,1,44,212,1450,5292,2497971,2497972,TRUE,Aves,Strix varia,Alternative,Similarity: name=5; authorship=0; classification=-2; rank=5; status=0,2497972
5581764,Salix ×varia Heslop Harrison,Salix varia,SPECIES,ACCEPTED,0,FUZZY,Plantae,Tracheophyta,Malpighiales,Salicaceae,Salix,Salix varia,6,7707728,220,1414,6664,3039576,5581764,FALSE,Magnoliopsida,Strix varia,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=1,NA
8015065,Salix varia Host,Salix varia,SPECIES,SYNONYM,0,FUZZY,Plantae,Tracheophyta,Malpighiales,Salicaceae,Salix,Salix triandra,6,7707728,220,1414,6664,3039576,7103891,TRUE,Magnoliopsida,Strix varia,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,7266493
2493843,"Thryomanes bewickii (Audubon, 1827)",Thryomanes bewickii,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Troglodytidae,Thryomanes,Thryomanes bewickii,1,44,212,729,9355,2493841,2493843,FALSE,Aves,Thryomanes bewickii,Top,NA,NA
2481410,"Thalassarche melanophris (Temminck, 1828)",Thalassarche melanophris,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche melanophris,1,44,212,7192755,5238,2481398,2481410,FALSE,Aves,Thalassarche melanophris,Top,NA,NA
2481413,"Thalassarche melanophrys (Temminck, 1828)",Thalassarche melanophrys,SPECIES,SYNONYM,94,FUZZY,Animalia,Chordata,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche melanophris,1,44,212,7192755,5238,2481398,2481410,TRUE,Aves,Thalassarche melanophris,Alternative,Similarity: name=100; authorship=0; classification=-2; rank=5; status=0,2481410
2487805,"Poecile atricapillus (Linnaeus, 1766)",Poecile atricapillus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Paridae,Poecile,Poecile atricapillus,1,44,212,729,9327,2487782,2487805,FALSE,Aves,Poecile atricapillus,Top,NA,NA
5230862,"Passerina caerulea (Linnaeus, 1758)",Passerina caerulea,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Cardinalidae,Passerina,Passerina caerulea,1,44,212,729,9285,2490326,5230862,FALSE,Aves,Passerina caerulea,Top,NA,NA
9581157,"Certhia americana Bonaparte, 1838",Certhia americana,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Certhiidae,Certhia,Certhia americana,1,44,212,729,5227,2487601,9581157,FALSE,Aves,Certhia americana,Top,NA,NA
2494988,"Psaltriparus minimus (J.K.Townsend, 1837)",Psaltriparus minimus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Aegithalidae,Psaltriparus,Psaltriparus minimus,1,44,212,729,2878,2494987,2494988,FALSE,Aves,Psaltriparus minimus,Top,NA,NA
7341622,"Melozone fusca (Swainson, 1827)",Melozone fusca,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Emberizidae,Melozone,Melozone fusca,1,44,212,729,9608,2491170,7341622,FALSE,Aves,Melozone fusca,Top,NA,NA
2490384,"Cardinalis cardinalis (Linnaeus, 1758)",Cardinalis cardinalis,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Cardinalidae,Cardinalis,Cardinalis cardinalis,1,44,212,729,9285,3241527,2490384,FALSE,Aves,Cardinalis cardinalis,Top,NA,NA
2487844,"Poecile carolinensis (Audubon, 1834)",Poecile carolinensis,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Paridae,Poecile,Poecile carolinensis,1,44,212,729,9327,2487782,2487844,FALSE,Aves,Poecile carolinensis,Top,NA,NA
2484609,"Bombycilla cedrorum Vieillot, 1808",Bombycilla cedrorum,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Bombycillidae,Bombycilla,Bombycilla cedrorum,1,44,212,729,5215,2484604,2484609,FALSE,Aves,Bombycilla cedrorum,Top,NA,NA
6093350,"Setophaga cerulea (A.Wilson, 1810)",Setophaga cerulea,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Setophaga,Setophaga cerulea,1,44,212,729,5263,2489984,6093350,FALSE,Aves,Setophaga cerulea,Top,NA,NA
2498139,"Anas cyanoptera Vieillot, 1816",Anas cyanoptera,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Anas,Anas cyanoptera,1,44,212,1108,2986,2498056,2498139,FALSE,Aves,Anas cyanoptera,Top,NA,NA
2489169,"Petrochelidon pyrrhonota (Vieillot, 1817)",Petrochelidon pyrrhonota,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Hirundinidae,Petrochelidon,Petrochelidon pyrrhonota,1,44,212,729,5248,2489165,2489169,FALSE,Aves,Petrochelidon pyrrhonota,Top,NA,NA
2479977,"Nymphicus hollandicus (Kerr, 1792)",Nymphicus hollandicus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Psittaciformes,Psittacidae,Nymphicus,Nymphicus hollandicus,1,44,212,1445,9340,2479976,2479977,FALSE,Aves,Nymphicus hollandicus,Top,NA,NA
2494303,"Serinus canaria (Linnaeus, 1758)",Serinus canaria,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Serinus,Serinus canaria,1,44,212,729,5242,8215044,2494303,FALSE,Aves,Serinus canaria,Top,NA,NA
5231630,"Acanthis flammea (Linnaeus, 1758)",Acanthis flammea,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Acanthis,Acanthis flammea,1,44,212,729,5242,6782561,5231630,FALSE,Aves,Acanthis flammea,Top,NA,NA
2481819,"Gallinago gallinago (Linnaeus, 1758)",Gallinago gallinago,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Charadriiformes,Scolopacidae,Gallinago,Gallinago gallinago,1,44,212,7192402,5282,2481808,2481819,FALSE,Aves,Gallinago gallinago,Top,NA,NA
2434762,"Lobodon carcinophaga (Hombron & Jacquinot, 1842)",Lobodon carcinophaga,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,1,44,359,732,5310,2434761,2434762,FALSE,Mammalia,Lobodon carcinophaga,Top,NA,NA
2434763,"Lobodon carcinophagus (Hombron & Jacquinot, 1842)",Lobodon carcinophagus,SPECIES,SYNONYM,94,FUZZY,Animalia,Chordata,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,1,44,359,732,5310,2434761,2434762,TRUE,Mammalia,Lobodon carcinophaga,Alternative,Similarity: name=100; authorship=0; classification=-2; rank=5; status=0,2434762
9149595,"Dryobates pubescens (Linnaeus, 1766)",Dryobates pubescens,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Piciformes,Picidae,Picoides,Picoides pubescens,1,44,212,724,9333,2477732,2477781,TRUE,Aves,Dryobates pubescens,Top,NA,2477781
2482803,"Empidonax oberholseri A.R.Phillips, 1939",Empidonax oberholseri,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Tyrannidae,Empidonax,Empidonax oberholseri,1,44,212,729,5291,2482766,2482803,FALSE,Aves,Empidonax oberholseri,Top,NA,NA
8000602,"Mareca penelope (Linnaeus, 1758)",Mareca penelope,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Anas,Anas penelope,1,44,212,1108,2986,2498056,2498111,TRUE,Aves,Mareca penelope,Top,NA,2498111
2494324,"Hesperiphona vespertina (W.Cooper, 1825)",Hesperiphona vespertina,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Hesperiphona,Hesperiphona vespertina,1,44,212,729,5242,8346747,2494324,FALSE,Aves,Hesperiphona vespertina,Top,NA,NA
2440718,"Balaenoptera physalus (Linnaeus, 1758)",Balaenoptera physalus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera physalus,1,44,359,733,5313,2440708,2440718,FALSE,Mammalia,Balaenoptera physalus,Top,NA,NA
9512414,"Balaenoptera physalis (Linnaeus, 1758)",Balaenoptera physalis,SPECIES,SYNONYM,90,FUZZY,Animalia,Chordata,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera physalus,1,44,359,733,5313,2440708,2440718,TRUE,Mammalia,Balaenoptera physalus,Alternative,Similarity: name=90; authorship=0; classification=-2; rank=5; status=0,2440718
2491872,"Passerella iliaca (Merrem, 1786)",Passerella iliaca,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Emberizidae,Passerella,Passerella iliaca,1,44,212,729,9608,2491871,2491872,FALSE,Aves,Passerella iliaca,Top,NA,NA
9752617,"Ardea alba Linnaeus, 1758",Ardea alba,SPECIES,ACCEPTED,97,EXACT,Animalia,Chordata,Pelecaniformes,Ardeidae,Ardea,Ardea alba,1,44,212,7190953,3685,2480922,9752617,FALSE,Aves,Ardea alba,Top,NA,NA
2480943,"Ardea alba Christidis & Boles, 1994",Ardea alba,SPECIES,SYNONYM,97,EXACT,Animalia,Chordata,Pelecaniformes,Ardeidae,Ardea,Ardea alba,1,44,212,7190953,3685,2480922,9752617,TRUE,Aves,Ardea alba,Alternative,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,9752617
11083948,"Ardea alba Sacc, 2005",Ardea alba,SPECIES,SYNONYM,97,EXACT,Animalia,Chordata,Pelecaniformes,Ardeidae,Ardea,Ardea alba,1,44,212,7190953,3685,2480922,9752617,TRUE,Aves,Ardea alba,Alternative,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,9752617
2480824,"Butorides striata (Linnaeus, 1758)",Butorides striata,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Pelecaniformes,Ardeidae,Butorides,Butorides striata,1,44,212,7190953,3685,2480817,2480824,FALSE,Aves,Butorides striata,Top,NA,NA
2480825,"Butorides striatus (Linnaeus, 1758)",Butorides striatus,SPECIES,SYNONYM,94,FUZZY,Animalia,Chordata,Pelecaniformes,Ardeidae,Butorides,Butorides striata,1,44,212,7190953,3685,2480817,2480824,TRUE,Aves,Butorides striata,Alternative,Similarity: name=100; authorship=0; classification=-2; rank=5; status=0,2480824
2477741,"Picoides villosus (Linnaeus, 1766)",Picoides villosus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Piciformes,Picidae,Picoides,Picoides villosus,1,44,212,724,9333,2477732,2477741,FALSE,Aves,Picoides villosus,Top,NA,NA
4848480,"Larus smithsonianus Coues, 1862",Larus smithsonianus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Charadriiformes,Laridae,Larus,Larus smithsonianus,1,44,212,7192402,9316,2481126,4848480,FALSE,Aves,Larus smithsonianus,Top,NA,NA
5229882,"Icterus cucullatus Swainson, 1827",Icterus cucullatus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Icteridae,Icterus,Icterus cucullatus,1,44,212,729,6176,2484282,5229882,FALSE,Aves,Icterus cucullatus,Top,NA,NA
9415596,"Eremophila alpestris (Linnaeus, 1758)",Eremophila alpestris,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Alaudidae,Eremophila,Eremophila alpestris,1,44,212,729,7211,2490615,9415596,FALSE,Aves,Eremophila alpestris,Top,NA,NA
4287157,"Eromophila alpestris (Linnaeus, 1758)",Eromophila alpestris,SPECIES,SYNONYM,78,FUZZY,Animalia,Chordata,Passeriformes,Alaudidae,Eremophila,Eremophila alpestris,1,44,212,729,7211,2490615,9415596,TRUE,Aves,Eremophila alpestris,Alternative,Similarity: name=75; authorship=0; classification=-2; rank=5; status=0,9415596
8323485,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",Haemorhous mexicanus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Haemorhous,Haemorhous mexicanus,1,44,212,729,5242,4844128,8323485,FALSE,Aves,Haemorhous mexicanus,Top,NA,NA
6093586,"Geothlypis formosa (A.Wilson, 1811)",Geothlypis formosa,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Geothlypis,Geothlypis formosa,1,44,212,729,5263,2489637,6093586,FALSE,Aves,Geothlypis formosa,Top,NA,NA
2440483,"Orcinus orca (Linnaeus, 1758)",Orcinus orca,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Cetacea,Delphinidae,Orcinus,Orcinus orca,1,44,359,733,5314,2440482,2440483,FALSE,Mammalia,Orcinus orca,Top,NA,NA
8959883,"Dryobates scalaris (Wagler, 1829)",Dryobates scalaris,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Piciformes,Picidae,Picoides,Picoides scalaris,1,44,212,724,9333,2477732,2477813,TRUE,Aves,Dryobates scalaris,Top,NA,2477813
2481745,"Calidris minutilla (Vieillot, 1819)",Calidris minutilla,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Charadriiformes,Scolopacidae,Calidris,Calidris minutilla,1,44,212,7192402,5282,2481739,2481745,FALSE,Aves,Calidris minutilla,Top,NA,NA
9786750,"Calidris minutilla (Viellot, 1816)",Calidris minutilla,SPECIES,DOUBTFUL,95,EXACT,Animalia,Chordata,Charadriiformes,Scolopacidae,Calidris,Calidris minutilla,1,44,212,7192402,5282,9769038,9786750,FALSE,Aves,Calidris minutilla,Alternative,Similarity: name=110; authorship=0; classification=-2; rank=5; status=-5,NA
2481749,"Calidris minuta (Leisler, 1812)",Calidris minuta,SPECIES,ACCEPTED,90,FUZZY,Animalia,Chordata,Charadriiformes,Scolopacidae,Calidris,Calidris minuta,1,44,212,7192402,5282,2481739,2481749,FALSE,Aves,Calidris minutilla,Alternative,Similarity: name=90; authorship=0; classification=-2; rank=5; status=1,NA
5789285,"Sternula antillarum Lesson, 1847",Sternula antillarum,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Charadriiformes,Laridae,Sternula,Sternula antillarum,1,44,212,7192402,9316,4849628,5789285,FALSE,Aves,Sternula antillarum,Top,NA,NA
5229235,"Sterna antillarum (Lesson, 1847)",Sterna antillarum,SPECIES,SYNONYM,68,FUZZY,Animalia,Chordata,Charadriiformes,Laridae,Sternula,Sternula antillarum,1,44,212,7192402,9316,4849628,5789285,TRUE,Aves,Sternula antillarum,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=0,5789285
5231647,"Spinus psaltria (Say, 1822)",Spinus psaltria,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Spinus,Spinus psaltria,1,44,212,729,5242,8051475,5231647,FALSE,Aves,Spinus psaltria,Top,NA,NA
6093862,"Parkesia motacilla (Vieillot, 1809)",Parkesia motacilla,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Parkesia,Parkesia motacilla,1,44,212,729,5263,6093857,6093862,FALSE,Aves,Parkesia motacilla,Top,NA,NA
8293756,"Leiothlypis luciae (J.G.Cooper, 1861)",Leiothlypis luciae,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Leiothlypis,Leiothlypis luciae,1,44,212,729,5263,7467942,8293756,FALSE,Aves,Leiothlypis luciae,Top,NA,NA
5789146,"Geothlypis tolmiei (J.K.Townsend, 1839)",Geothlypis tolmiei,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Geothlypis,Geothlypis tolmiei,1,44,212,729,5263,2489637,5789146,FALSE,Aves,Geothlypis tolmiei,Top,NA,NA
6093209,"Setophaga magnolia (A.Wilson, 1811)",Setophaga magnolia,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Setophaga,Setophaga magnolia,1,44,212,729,5263,2489984,6093209,FALSE,Aves,Setophaga magnolia,Top,NA,NA
9761484,"Anas platyrhynchos Linnaeus, 1758",Anas platyrhynchos,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Anas,Anas platyrhynchos,1,44,212,1108,2986,2498056,9761484,FALSE,Aves,Anas platyrhynchos,Top,NA,NA
8013008,"Anas platyrhyncha Lönnberg, 1906",Anas platyrhyncha,SPECIES,ACCEPTED,90,FUZZY,Animalia,Chordata,Anseriformes,Anatidae,Anas,Anas platyrhyncha,1,44,212,1108,2986,2498056,8013008,FALSE,Aves,Anas platyrhynchos,Alternative,Similarity: name=90; authorship=0; classification=-2; rank=5; status=1,NA
2440728,"Balaenoptera acutorostrata Lacépède, 1804",Balaenoptera acutorostrata,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera acutorostrata,1,44,359,733,5313,2440708,2440728,FALSE,Mammalia,Balaenoptera acutorostrata,Top,NA,NA
4352213,"Balaenoptera acuturostrata Lacépède, 1804",Balaenoptera acuturostrata,SPECIES,SYNONYM,92,FUZZY,Animalia,Chordata,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera acutorostrata,1,44,359,733,5313,2440708,2440728,TRUE,Mammalia,Balaenoptera acutorostrata,Alternative,Similarity: name=95; authorship=0; classification=-2; rank=5; status=0,2440728
5231677,"Mimus polyglottos (Linnaeus, 1758)",Mimus polyglottos,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Mimidae,Mimus,Mimus polyglottos,1,44,212,729,9321,2494919,5231677,FALSE,Aves,Mimus polyglottos,Top,NA,NA
6098967,"Mimus polyglottus (Linnaeus, 1758)",Mimus polyglottus,SPECIES,SYNONYM,90,FUZZY,Animalia,Chordata,Passeriformes,Mimidae,Mimus,Mimus polyglottos,1,44,212,729,9321,2494919,5231677,TRUE,Aves,Mimus polyglottos,Alternative,Similarity: name=90; authorship=0; classification=-2; rank=5; status=0,5231677
2495347,"Zenaida macroura (Linnaeus, 1758)",Zenaida macroura,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Columbiformes,Columbidae,Zenaida,Zenaida macroura,1,44,212,1446,5233,2495346,2495347,FALSE,Aves,Zenaida macroura,Top,NA,NA
9747179,"Zenaidura macroura (Linnaeus, 1758)",Zenaidura macroura,SPECIES,SYNONYM,68,FUZZY,Animalia,Chordata,Columbiformes,Columbidae,Zenaida,Zenaida macroura,1,44,212,1446,5233,2495346,2495347,TRUE,Aves,Zenaida macroura,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=0,2495347
7531611,"Leiothlypis ruficapilla (A.Wilson, 1811)",Leiothlypis ruficapilla,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Leiothlypis,Leiothlypis ruficapilla,1,44,212,729,5263,7467942,7531611,FALSE,Aves,Leiothlypis ruficapilla,Top,NA,NA
6101217,"Circus hudsonius (Linnaeus, 1766)",Circus hudsonius,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Circus,Circus cyaneus,1,44,212,7191147,2877,2480481,2480487,TRUE,Aves,Circus hudsonius,Top,NA,5229175
9748252,"Corvus hudsonia (Sabine, 1823)",Corvus hudsonia,SPECIES,SYNONYM,0,FUZZY,Animalia,Chordata,Passeriformes,Corvidae,Pica,Pica hudsonia,1,44,212,729,5235,7237083,5229487,TRUE,Aves,Circus hudsonius,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,5229487
2498089,"Anas clypeata Linnaeus, 1758",Anas clypeata,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Anas,Anas clypeata,1,44,212,1108,2986,2498056,2498089,FALSE,Aves,Anas clypeata,Top,NA,NA
4495032,"Apis clypeata Schreber, 1759",Apis clypeata,SPECIES,SYNONYM,0,FUZZY,Animalia,Arthropoda,Hymenoptera,Crabronidae,Lestica,Lestica clypeata,1,54,216,1457,7906,4298230,4495031,TRUE,Insecta,Anas clypeata,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,4495031
8169649,"Leiothlypis celata (Say, 1822)",Leiothlypis celata,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Leiothlypis,Leiothlypis celata,1,44,212,729,5263,7467942,8169649,FALSE,Aves,Leiothlypis celata,Top,NA,NA
2479122,"Aratinga canicularis (Linnaeus, 1758)",Aratinga canicularis,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Psittaciformes,Psittacidae,Aratinga,Aratinga canicularis,1,44,212,1445,9340,2479088,2479122,FALSE,Aves,Aratinga canicularis,Top,NA,NA
5788498,"Pandion cristatus (Vieillot, 1816)",Pandion cristatus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Accipitriformes,Pandionidae,Pandion,Pandion cristatus,1,44,212,7191147,4408414,2480725,5788498,FALSE,Aves,Pandion cristatus,Top,NA,NA
2492885,"Phainopepla nitens (Swainson, 1838)",Phainopepla nitens,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Ptilogonatidae,Phainopepla,Phainopepla nitens,1,44,212,729,5275,2492884,2492885,FALSE,Aves,Phainopepla nitens,Top,NA,NA
2482077,"Podilymbus podiceps (Linnaeus, 1758)",Podilymbus podiceps,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Podicipediformes,Podicipedidae,Podilymbus,Podilymbus podiceps,1,44,212,7191588,9338,2482075,2482077,FALSE,Aves,Podilymbus podiceps,Top,NA,NA
2440596,"Globicephala melas (Traill, 1809)",Globicephala melas,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Cetacea,Delphinidae,Globicephala,Globicephala melas,1,44,359,733,5314,2440595,2440596,FALSE,Mammalia,Globicephala melas,Top,NA,NA
4351738,"Globicephala mela Morice, 1958",Globicephala mela,SPECIES,SYNONYM,92,FUZZY,Animalia,Chordata,Cetacea,Delphinidae,Globicephala,Globicephala macrorhynchus,1,44,359,733,5314,2440595,2440605,TRUE,Mammalia,Globicephala melas,Alternative,Similarity: name=95; authorship=0; classification=-2; rank=5; status=0,2440605
4351718,"Globicephalus melas Flower, 1885",Globicephalus melas,SPECIES,SYNONYM,68,FUZZY,Animalia,Chordata,Cetacea,Delphinidae,Globicephala,Globicephala melas,1,44,359,733,5314,2440595,2440596,TRUE,Mammalia,Globicephala melas,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=0,2440596
