trait,STUDY_ID_CELL,kendall_cor
TR_BodyLength_mm,148_4735746,-0.32353500930463835
TR_BodyLength_mm,148_4735777,0.20043620553453656
TR_BodyLength_mm,148_4735778,-0.08666666666666667
TR_BodyLength_mm,148_4735785,-0.49793018881613604
TR_BodyLength_mm,148_4735786,0.19355241528469094
TR_BodyLength_mm,148_4735819,-0.09090909090909091
TR_BodyLength_mm,148_4735825,0.07702584371266093
TR_BodyLength_mm,148_4736412,0.030303030303030304
TR_BodyLength_mm,148_4736429,0.24242424242424243
TR_BodyLength_mm,148_4736431,-0.08989331499509895
TR_BodyLength_mm,148_4736432,0.02564102564102564
TR_BodyLength_mm,148_4736437,0.18349396085439343
TR_BodyLength_mm,148_4736442,0.3626373626373626
TR_BodyLength_mm,148_4736475,-0.12552411131335844
TR_BodyLength_mm,148_4736476,-0.18360754425174786
TR_BodyLength_mm,148_4736477,0.1588262772950043
TR_BodyLength_mm,148_4736478,0.12137245414841652
TR_BodyLength_mm,148_4736507,0.15618258003388785
TR_BodyLength_mm,148_4736513,-0.24183006535947718
TR_BodyLength_mm,148_4736514,-0.4222222222222222
TR_BodyLength_mm,148_4736515,-0.36442602007907166
TR_BodyLength_mm,148_4736516,-0.0529420924316681
TR_BodyLength_mm,148_4736548,0.07142857142857142
TR_BodyLength_mm,148_4736558,0.1666666666666667
TR_BodyLength_mm,148_4737144,0
TR_BodyLength_mm,148_4737152,0.15151515151515152
TR_BodyLength_mm,148_4737172,0.2761904761904762
TR_BodyLength_mm,148_4737175,0.1382978723404255
TR_BodyLength_mm,148_4737206,-0.1434796170160217
TR_BodyLength_mm,148_4737207,0.14426307048351616
TR_BodyLength_mm,148_4737237,-0.10144927536231885
TR_BodyLength_mm,148_4737239,0.0017889202154751194
TR_BodyLength_mm,148_4737279,-0.09112736034910594
TR_BodyLength_mm,148_4737280,-0.27777777777777773
TR_BodyLength_mm,148_4737281,0.09180377212587393
TR_BodyLength_mm,148_4737868,0.029630442547297988
TR_BodyLength_mm,148_4737890,0.2568915451961508
TR_BodyLength_mm,148_4737899,-0.03827795011754764
TR_BodyLength_mm,148_4737935,-0.2679456508228335
TR_BodyLength_mm,148_4737936,0.2679456508228335
TR_BodyLength_mm,148_4737937,0.1422606594884729
TR_BodyLength_mm,148_4737938,-0.13842521523975246
TR_BodyLength_mm,148_4737967,-0.011261496113061814
TR_BodyLength_mm,148_4737968,0.1294300457858868
TR_BodyLength_mm,148_4737969,0.028551216802593055
TR_BodyLength_mm,148_4737970,-0.17722938923964163
TR_BodyLength_mm,148_4738007,0.15311180047019057
TR_BodyLength_mm,148_4738009,0.0319367003176869
TR_BodyLength_mm,148_4738010,-0.13333333333333333
TR_BodyLength_mm,148_4738015,0.14022235687718176
TR_BodyLength_mm,148_4738016,0.11329218021680046
TR_BodyLength_mm,148_4738022,0.20134228187919467
TR_BodyLength_mm,148_4738026,0.20915082316647293
TR_BodyLength_mm,148_4738604,0.3206200286900412
TR_BodyLength_mm,148_4738626,0.24242424242424243
TR_BodyLength_mm,148_4738627,0.3626373626373626
TR_BodyLength_mm,148_4738630,0.028571428571428574
TR_BodyLength_mm,148_4738662,0.002857154519021837
TR_BodyLength_mm,148_4738667,-0.3107907802540305
TR_BodyLength_mm,148_4738697,0.08631325920359241
TR_BodyLength_mm,148_4738698,-0.022824559600582023
TR_BodyLength_mm,148_4738699,0.09130521082837743
TR_BodyLength_mm,148_4738700,-0.30253169045376643
TR_BodyLength_mm,148_4738704,-0.2074074074074074
TR_BodyLength_mm,148_4738736,-0.22901430620717225
TR_BodyLength_mm,148_4738737,-0.15170569462275607
TR_BodyLength_mm,148_4738738,-0.07790792539316975
TR_BodyLength_mm,148_4738739,-0.04833886493827419
TR_BodyLength_mm,148_4738740,0.07441940962479301
TR_BodyLength_mm,148_4738741,-0.15384615384615385
TR_BodyLength_mm,148_4738742,0
TR_BodyLength_mm,148_4738743,-0.10491859671528449
TR_BodyLength_mm,148_4738744,-0.08277710982435567
TR_BodyLength_mm,148_4738746,0.014349827725746856
TR_BodyLength_mm,148_4738747,-0.06545497821616263
TR_BodyLength_mm,148_4738751,0.19521658894325764
TR_BodyLength_mm,148_4738752,0.11952201774757583
TR_BodyLength_mm,148_4738753,0.2271604938271605
TR_BodyLength_mm,148_4739329,0.013043478260869566
TR_BodyLength_mm,148_4739333,-0.00843889368629713
TR_BodyLength_mm,148_4739334,0.07729558794883114
TR_BodyLength_mm,148_4739394,0.01680731613632036
TR_BodyLength_mm,148_4739395,-0.16447724374618106
TR_BodyLength_mm,148_4739396,-0.03669879217087869
TR_BodyLength_mm,148_4739426,0.006688963210702341
TR_BodyLength_mm,148_4739427,0.30735930735930733
TR_BodyLength_mm,148_4739428,0.16609095970747995
TR_BodyLength_mm,148_4739429,0.13816088474679208
TR_BodyLength_mm,148_4739432,0.16447724374618106
TR_BodyLength_mm,148_4739465,-0.06666666666666667
TR_BodyLength_mm,148_4739467,0.08764943021521696
TR_BodyLength_mm,148_4739468,0.15250080311796593
TR_BodyLength_mm,148_4739469,-0.029703061290274196
TR_BodyLength_mm,148_4739470,-0.2873486370900326
TR_BodyLength_mm,148_4739471,0.16023037414987704
TR_BodyLength_mm,148_4739472,0.14708751879905493
TR_BodyLength_mm,148_4739473,-0.06800626360912478
TR_BodyLength_mm,148_4739474,0.15384615384615385
TR_BodyLength_mm,148_4739488,0.2072295172879028
TR_BodyLength_mm,148_4740054,-0.09868421052631578
TR_BodyLength_mm,148_4740057,-0.2564102564102564
TR_BodyLength_mm,148_4740061,-0.14679516868351475
TR_BodyLength_mm,148_4740095,0.07655590023509529
TR_BodyLength_mm,148_4740124,0.28888888888888886
TR_BodyLength_mm,148_4740157,0.06790123456790123
TR_BodyLength_mm,148_4740158,-0.07152324154490847
TR_BodyLength_mm,148_4740159,0.17515701911176143
TR_BodyLength_mm,148_4740160,0.23923718823467277
TR_BodyLength_mm,148_4740161,-0.04692102287185246
TR_BodyLength_mm,148_4740195,-0.07692307692307693
TR_BodyLength_mm,148_4740196,-0.32935654660492825
TR_BodyLength_mm,148_4740197,-0.05246913580246913
TR_BodyLength_mm,148_4740198,-0.004048582995951416
TR_BodyLength_mm,148_4740199,0
TR_BodyLength_mm,148_4740200,0.162437887612109
TR_BodyLength_mm,148_4740201,-0.05421711341103744
TR_BodyLength_mm,148_4740202,-0.040984334784240455
TR_BodyLength_mm,148_4740217,-0.02663118206456537
TR_BodyLength_mm,148_4740790,-0.22594340036404523
TR_BodyLength_mm,148_4740802,0.10294117647058823
TR_BodyLength_mm,148_4740803,-0.14285714285714288
TR_BodyLength_mm,148_4740814,0.2727272727272727
TR_BodyLength_mm,148_4740886,0.13105466292858364
TR_BodyLength_mm,148_4740887,-0.04748340222861328
TR_BodyLength_mm,148_4740888,0.04040412285310494
TR_BodyLength_mm,148_4740889,0.23703775960408746
TR_BodyLength_mm,148_4740890,0.07920889140006748
TR_BodyLength_mm,148_4740891,0.10869565217391304
TR_BodyLength_mm,148_4740921,-0.3756963416746843
TR_BodyLength_mm,148_4740923,-0.38181818181818183
TR_BodyLength_mm,148_4740925,-0.3626373626373626
TR_BodyLength_mm,148_4740926,-0.2470121700116567
TR_BodyLength_mm,148_4740927,0.09179837060695104
TR_BodyLength_mm,148_4740928,0.13230596171324824
TR_BodyLength_mm,148_4740929,-0.0554565266797287
TR_BodyLength_mm,148_4740930,0.055641488407465724
TR_BodyLength_mm,148_4741528,-0.12500000000000003
TR_BodyLength_mm,148_4741533,0.07339758434175737
TR_BodyLength_mm,148_4741553,0.35966843730881837
TR_BodyLength_mm,148_4741589,0.05741626794258373
TR_BodyLength_mm,148_4741590,0
TR_BodyLength_mm,148_4741616,0.007947026838323164
TR_BodyLength_mm,148_4741617,0.1602467233539551
TR_BodyLength_mm,148_4741618,-0.10185185185185185
TR_BodyLength_mm,148_4741619,0.07006385218226374
TR_BodyLength_mm,148_4741620,-0.1346704871060172
TR_BodyLength_mm,148_4741623,0.1758347929055432
TR_BodyLength_mm,148_4741653,-0.0924097441971693
TR_BodyLength_mm,148_4741654,-0.23529411764705882
TR_BodyLength_mm,148_4741655,-0.005277063223844196
TR_BodyLength_mm,148_4741656,-0.08392870524357805
TR_BodyLength_mm,148_4741657,-0.34259422437052406
TR_BodyLength_mm,148_4742318,-0.21479774778582278
TR_BodyLength_mm,148_4742319,-0.03433508017497365
TR_BodyLength_mm,148_4742320,-0.3616260782622056
TR_BodyLength_mm,148_4742346,-0.1294300457858868
TR_BodyLength_mm,148_4742347,-0.04013400372543907
TR_BodyLength_mm,148_4742348,0.024691433292092443
TR_BodyLength_mm,148_4742349,0.11796289042220667
TR_BodyLength_mm,148_4742350,0.42857142857142855
TR_BodyLength_mm,148_4742384,0.12903281289759427
TR_BodyLength_mm,148_4742385,0.06896770088839915
TR_BodyLength_mm,148_4742990,0.2568915451961508
TR_BodyLength_mm,148_4742999,-0.01818181818181818
TR_BodyLength_mm,148_4743048,-0.40746575516423317
TR_BodyLength_mm,148_4743049,-0.1460834966964259
TR_BodyLength_mm,148_4743050,-0.052459298357642244
TR_BodyLength_mm,148_4743051,0.16975389495836776
TR_BodyLength_mm,148_4743052,-0.36698792170878686
TR_BodyLength_mm,148_4743076,-0.047619047619047616
TR_BodyLength_mm,148_4743077,0.30545656500875895
TR_BodyLength_mm,148_4743078,0.05178020643029508
TR_BodyLength_mm,148_4743079,0.1430978458801643
TR_BodyLength_mm,148_4743080,-0.08888888888888889
TR_BodyLength_mm,148_4743081,-0.3111196467466289
TR_BodyLength_mm,148_4743082,0.11124921979890962
TR_BodyLength_mm,148_4743087,0.05204784652772269
TR_BodyLength_mm,148_4743728,0.4258153136263201
TR_BodyLength_mm,148_4743736,-0.2679456508228335
TR_BodyLength_mm,148_4743738,0.12418300653594773
TR_BodyLength_mm,148_4743777,-0.2585760979683656
TR_BodyLength_mm,148_4743778,-0.19289429568022218
TR_BodyLength_mm,148_4743779,-0.04340573661412156
TR_BodyLength_mm,148_4743780,-0.005722466514056912
TR_BodyLength_mm,148_4743781,0.07915594835766294
TR_BodyLength_mm,148_4743806,0.1487853474248858
TR_BodyLength_mm,148_4743807,0.007272775357351403
TR_BodyLength_mm,148_4743808,0.0741886512099543
TR_BodyLength_mm,148_4743809,-0.03984067258252528
TR_BodyLength_mm,148_4743810,0.2404011446361491
TR_BodyLength_mm,148_4743811,0.12385793184980996
TR_BodyLength_mm,148_4743813,0.31980998003666944
TR_BodyLength_mm,148_4743814,0.07038153430777869
TR_BodyLength_mm,148_4743837,-0.10294117647058823
TR_BodyLength_mm,148_4744455,0.3235294117647059
TR_BodyLength_mm,148_4744464,0.16794382455192633
TR_BodyLength_mm,148_4744508,-0.039762138624377205
TR_BodyLength_mm,148_4744509,-0.4101640148819546
TR_BodyLength_mm,148_4744510,-0.23142951604076878
TR_BodyLength_mm,148_4744511,-0.10457739712320042
TR_BodyLength_mm,148_4744512,0.03355704697986578
TR_BodyLength_mm,148_4744536,0.05695150368192671
TR_BodyLength_mm,148_4744537,-0.014319849852388185
TR_BodyLength_mm,148_4744538,0.023450619163146294
TR_BodyLength_mm,148_4744539,0.025714390671196533
TR_BodyLength_mm,148_4744540,0.31106073356077435
TR_BodyLength_mm,148_4744541,-0.24118064329982133
TR_BodyLength_mm,148_4744542,-0.02
TR_BodyLength_mm,148_4744569,0.003984095364447979
TR_BodyLength_mm,148_4745193,-0.1666666666666667
TR_BodyLength_mm,148_4745195,-0.03921652392120016
TR_BodyLength_mm,148_4745237,-0.10370401982678826
TR_BodyLength_mm,148_4745238,-0.40107446690423143
TR_BodyLength_mm,148_4745239,-0.08333373025228963
TR_BodyLength_mm,148_4745240,-0.09574603534846936
TR_BodyLength_mm,148_4745241,-0.15217535138062904
TR_BodyLength_mm,148_4745242,0.5167523265868932
TR_BodyLength_mm,148_4745243,-0.08655425348292609
TR_BodyLength_mm,148_4745244,0.24727272727272723
TR_BodyLength_mm,148_4745245,0.26693438941801456
TR_BodyLength_mm,148_4745266,-0.23765545294171486
TR_BodyLength_mm,148_4745267,0.083753151271601
TR_BodyLength_mm,148_4745268,0.04365113734023987
TR_BodyLength_mm,148_4745269,0.02000008163315286
TR_BodyLength_mm,148_4745270,0.10350598731059757
TR_BodyLength_mm,148_4745271,0.0743926737124429
TR_BodyLength_mm,148_4745272,-0.007272727272727271
TR_BodyLength_mm,148_4745273,0.445418850096334
TR_BodyLength_mm,148_4745274,0.2941176470588236
TR_BodyLength_mm,148_4745914,-0.16774542658006547
TR_BodyLength_mm,148_4745916,0.24242424242424243
TR_BodyLength_mm,148_4745920,0.6111111111111113
TR_BodyLength_mm,148_4745968,0.06941448001506127
TR_BodyLength_mm,148_4745969,0.18954248366013077
TR_BodyLength_mm,148_4745970,-0.06695526830447168
TR_BodyLength_mm,148_4745971,0.016750442259390208
TR_BodyLength_mm,148_4745972,0.06545497821616263
TR_BodyLength_mm,148_4745973,0.017647364143889368
TR_BodyLength_mm,148_4745974,0
TR_BodyLength_mm,148_4745975,-0.21386180543479086
TR_BodyLength_mm,148_4745996,0.24401392662080099
TR_BodyLength_mm,148_4745997,0.055445653260871704
TR_BodyLength_mm,148_4745998,-0.015432172268942524
TR_BodyLength_mm,148_4745999,-0.19714366181250675
TR_BodyLength_mm,148_4746000,0.18181818181818182
TR_BodyLength_mm,148_4746001,0.11678909897628988
TR_BodyLength_mm,148_4746002,0.19237781228976633
TR_BodyLength_mm,148_4746003,0.04184137043778615
TR_BodyLength_mm,148_4746644,0.14285714285714285
TR_BodyLength_mm,148_4746646,-0.09090909090909091
TR_BodyLength_mm,148_4746655,0.01008404785545509
TR_BodyLength_mm,148_4746698,0.07978751622502162
TR_BodyLength_mm,148_4746699,-0.16393469818420336
TR_BodyLength_mm,148_4746700,0.04365113734023987
TR_BodyLength_mm,148_4746701,0.009615384615384616
TR_BodyLength_mm,148_4746702,-0.06545497821616263
TR_BodyLength_mm,148_4746703,-0.011904855638247237
TR_BodyLength_mm,148_4746704,-0.02181832607205421
TR_BodyLength_mm,148_4746705,0.01854734003205559
TR_BodyLength_mm,148_4746706,0.18424582509292067
TR_BodyLength_mm,148_4746725,0.017429235263872744
TR_BodyLength_mm,148_4746726,-0.08986198969533482
TR_BodyLength_mm,148_4746727,0.16666666666666666
TR_BodyLength_mm,148_4746728,-0.14285714285714288
TR_BodyLength_mm,148_4746729,0.14094039086520674
TR_BodyLength_mm,148_4746730,-0.029586316770696935
TR_BodyLength_mm,148_4746731,0.07809129001694393
TR_BodyLength_mm,148_4746732,-0.08114581583019971
TR_BodyLength_mm,148_4746733,0.09803921568627452
TR_BodyLength_mm,148_4746734,-0.0821117900257418
TR_BodyLength_mm,148_4747376,0.3816905103452871
TR_BodyLength_mm,148_4747428,-0.316833408676009
TR_BodyLength_mm,148_4747429,-0.07038153430777869
TR_BodyLength_mm,148_4747430,-0.10491859671528449
TR_BodyLength_mm,148_4747431,0.3345476664381646
TR_BodyLength_mm,148_4747432,0.22966507177033493
TR_BodyLength_mm,148_4747433,0.08333398946773066
TR_BodyLength_mm,148_4747434,-0.3206200286900412
TR_BodyLength_mm,148_4747435,0.0680069134508705
TR_BodyLength_mm,148_4747436,0.07716086134471262
TR_BodyLength_mm,148_4747455,0.15759571098767478
TR_BodyLength_mm,148_4747456,0.15209235418253766
TR_BodyLength_mm,148_4747458,-0.15740815714321374
TR_BodyLength_mm,148_4747459,-0.057416925176321465
TR_BodyLength_mm,148_4747460,-0.1274518417423976
TR_BodyLength_mm,148_4747461,0.011844484241978356
TR_BodyLength_mm,148_4747462,0.2188341687281919
TR_BodyLength_mm,148_4747463,0.042328042328042326
TR_BodyLength_mm,148_4747464,0.15751834837627002
TR_BodyLength_mm,148_4748158,-0.1792885602262225
TR_BodyLength_mm,148_4748159,-0.059260885094595976
TR_BodyLength_mm,148_4748160,0
TR_BodyLength_mm,148_4748161,-0.036363636363636355
TR_BodyLength_mm,148_4748162,-0.10564820760542709
TR_BodyLength_mm,148_4748163,-0.010582158705422128
TR_BodyLength_mm,148_4748164,-0.04357391546800018
TR_BodyLength_mm,148_4748165,0.1735362000376532
TR_BodyLength_mm,148_4748166,-0.03713540915462177
TR_BodyLength_mm,148_4748167,0.09042585172169117
TR_BodyLength_mm,148_4748185,0.02675600248362605
TR_BodyLength_mm,148_4748187,0.20905220963801555
TR_BodyLength_mm,148_4748188,-0.052469385714404584
TR_BodyLength_mm,148_4748190,-0.01901144120100475
TR_BodyLength_mm,148_4748191,0.0012247509951618743
TR_BodyLength_mm,148_4748192,0.04357308815968186
TR_BodyLength_mm,148_4748193,-0.0222898699349357
TR_BodyLength_mm,148_4748194,0.34097981104605996
TR_BodyLength_mm,148_4748195,0.2043497575682733
TR_BodyLength_mm,148_4748196,-0.6190476190476191
TR_BodyLength_mm,148_4748234,0.3048348201094048
TR_BodyLength_mm,148_4748831,0.16363636363636364
TR_BodyLength_mm,148_4748887,-0.2963004437518196
TR_BodyLength_mm,148_4748888,-0.11714333527989532
TR_BodyLength_mm,148_4748889,0.04692102287185246
TR_BodyLength_mm,148_4748890,-0.11952286093343936
TR_BodyLength_mm,148_4748891,-0.04790428704334795
TR_BodyLength_mm,148_4748892,0.02173913043478261
TR_BodyLength_mm,148_4748893,-0.13735362652699973
TR_BodyLength_mm,148_4748895,0.14613240504061945
TR_BodyLength_mm,148_4748896,0.21122979282777232
TR_BodyLength_mm,148_4748918,0.22966507177033493
TR_BodyLength_mm,148_4748921,0.11298546553971059
TR_BodyLength_mm,148_4748922,-0.07604617709126883
TR_BodyLength_mm,148_4748923,-0.20742019374481546
TR_BodyLength_mm,148_4748924,0.025889982701613835
TR_BodyLength_mm,148_4748925,0.1683188942251434
TR_BodyLength_mm,148_4748926,0.13360433382682316
TR_BodyLength_mm,148_4749617,-0.030911938004147623
TR_BodyLength_mm,148_4749618,-0.09999999999999999
TR_BodyLength_mm,148_4749619,-0.16268128799957748
TR_BodyLength_mm,148_4749620,-0.16000105786173088
TR_BodyLength_mm,148_4749622,0.22874834123069243
TR_BodyLength_mm,148_4749624,-0.04357308815968186
TR_BodyLength_mm,148_4749625,0.06545497821616263
TR_BodyLength_mm,148_4749644,-0.08375221129695105
TR_BodyLength_mm,148_4749645,-0.25475469325575056
TR_BodyLength_mm,148_4749647,-0.012326671027227313
TR_BodyLength_mm,148_4749650,0.37420133621706914
TR_BodyLength_mm,148_4749652,-0.2082434400451838
TR_BodyLength_mm,148_4749653,0.10961276507583863
TR_BodyLength_mm,148_4749654,-0.24150422908914113
TR_BodyLength_mm,148_4749655,-0.09761388286334058
TR_BodyLength_mm,148_4749656,0.25232425968932676
TR_BodyLength_mm,148_4749657,-0.06315789473684212
TR_BodyLength_mm,148_4750347,-0.2770487973598931
TR_BodyLength_mm,148_4750348,-0.09180377212587393
TR_BodyLength_mm,148_4750349,-0.3770893794462222
TR_BodyLength_mm,148_4750350,-0.22875816993464057
TR_BodyLength_mm,148_4750351,0.013280317881493262
TR_BodyLength_mm,148_4750352,-0.14324060953744439
TR_BodyLength_mm,148_4750353,-0.23048486398515977
TR_BodyLength_mm,148_4750355,0.2730645897081961
TR_BodyLength_mm,148_4750356,0.2178654407984093
TR_BodyLength_mm,148_4750375,-0.17993187301643662
TR_BodyLength_mm,148_4750376,-0.10802520588259767
TR_BodyLength_mm,148_4750377,-0.09245003270420486
TR_BodyLength_mm,148_4750378,-0.059259439901021865
TR_BodyLength_mm,148_4750380,0.023866416420646974
TR_BodyLength_mm,148_4750381,0.049999999999999996
TR_BodyLength_mm,148_4750383,-0.08333333333333333
TR_BodyLength_mm,148_4750384,0.005698028822981898
TR_BodyLength_mm,148_4750385,-0.003968285212749079
TR_BodyLength_mm,148_4750386,-0.19078947368421048
TR_BodyLength_mm,148_4750389,0.07678360453334872
TR_BodyLength_mm,148_4751076,-0.07809129001694393
TR_BodyLength_mm,148_4751077,-0.22497064448223947
TR_BodyLength_mm,148_4751078,-0.17454660857643367
TR_BodyLength_mm,148_4751080,-0.3991332600866023
TR_BodyLength_mm,148_4751081,0.028708462588160732
TR_BodyLength_mm,148_4751082,-0.07531446678801507
TR_BodyLength_mm,148_4751083,0.09569487529386911
TR_BodyLength_mm,148_4751084,0.14207862402109162
TR_BodyLength_mm,148_4751105,-0.011730255717963115
TR_BodyLength_mm,148_4751106,-0.23193958265225798
TR_BodyLength_mm,148_4751107,0.0021645224464738994
TR_BodyLength_mm,148_4751108,0.05444655064804707
TR_BodyLength_mm,148_4751109,-0.07439206468273986
TR_BodyLength_mm,148_4751110,-0.08026800745087814
TR_BodyLength_mm,148_4751111,0.05652173913043479
TR_BodyLength_mm,148_4751112,-0.15873015873015872
TR_BodyLength_mm,148_4751115,-0.05716619504750295
TR_BodyLength_mm,148_4751116,-0.2712775551650735
TR_BodyLength_mm,148_4751117,0.15408338784034142
TR_BodyLength_mm,148_4751118,0.056720141762360725
TR_BodyLength_mm,148_4751119,0.16698322282399952
TR_BodyLength_mm,148_4751121,0.2649732131538291
TR_BodyLength_mm,148_4751749,0.03296703296703297
TR_BodyLength_mm,148_4751805,0.08771929824561403
TR_BodyLength_mm,148_4751806,-0.15498260496951669
TR_BodyLength_mm,148_4751807,-0.24832354581012617
TR_BodyLength_mm,148_4751808,0.061003481655200247
TR_BodyLength_mm,148_4751809,-0.03015113445777636
TR_BodyLength_mm,148_4751810,-0.058182202858811226
TR_BodyLength_mm,148_4751811,0.08260947646377007
TR_BodyLength_mm,148_4751812,-0.061823876008295246
TR_BodyLength_mm,148_4751813,-0.026385316119220983
TR_BodyLength_mm,148_4751836,-0.05835564295726278
TR_BodyLength_mm,148_4751837,-0.05150219862651221
TR_BodyLength_mm,148_4751838,0.1569284323741318
TR_BodyLength_mm,148_4751839,-0.13840839656323467
TR_BodyLength_mm,148_4751842,-0.25
TR_BodyLength_mm,148_4751843,-0.06470588235294118
TR_BodyLength_mm,148_4751846,0.12074361272465979
TR_BodyLength_mm,148_4751847,0.10195227765726682
TR_BodyLength_mm,148_4751848,-0.04787301767423468
TR_BodyLength_mm,148_4751849,-0.14762393795040474
TR_BodyLength_mm,148_4751850,0.03076923076923077
TR_BodyLength_mm,148_4751852,0.0655741229470528
TR_BodyLength_mm,148_4752535,0.0950496913043515
TR_BodyLength_mm,148_4752536,-0.07692356926543013
TR_BodyLength_mm,148_4752537,-0.20525118121756397
TR_BodyLength_mm,148_4752538,-0.1434796170160217
TR_BodyLength_mm,148_4752539,-0.1865094049992067
TR_BodyLength_mm,148_4752541,-0.1538466950691473
TR_BodyLength_mm,148_4752542,-0.04295954955716455
TR_BodyLength_mm,148_4752543,0.2624301149208895
TR_BodyLength_mm,148_4752544,0.013280317881493262
TR_BodyLength_mm,148_4752545,0.18181938393378508
TR_BodyLength_mm,148_4752566,0.014814814814814815
TR_BodyLength_mm,148_4752567,0.2583623402513714
TR_BodyLength_mm,148_4752568,-0.07478143811802718
TR_BodyLength_mm,148_4752569,-0.013245044730538606
TR_BodyLength_mm,148_4752570,-0.01814885021601569
TR_BodyLength_mm,148_4752571,-0.1633396519441412
TR_BodyLength_mm,148_4752572,-0.1333333333333333
TR_BodyLength_mm,148_4752573,0.09803921568627452
TR_BodyLength_mm,148_4752576,0.40568034775038164
TR_BodyLength_mm,148_4752577,-0.05004470273579545
TR_BodyLength_mm,148_4752578,0.13559338129950047
TR_BodyLength_mm,148_4752579,-0.0322183143205062
TR_BodyLength_mm,148_4752580,0.09454607964556824
TR_BodyLength_mm,148_4753264,-0.00479617686047926
TR_BodyLength_mm,148_4753265,-0.03960403804347979
TR_BodyLength_mm,148_4753266,-0.10630416032260748
TR_BodyLength_mm,148_4753267,-0.0167506302543202
TR_BodyLength_mm,148_4753268,-0.3349320635285419
TR_BodyLength_mm,148_4753269,0.030911938004147623
TR_BodyLength_mm,148_4753271,-0.11990717980603212
TR_BodyLength_mm,148_4753272,-0.11978241142570356
TR_BodyLength_mm,148_4753273,0.15283988521017758
TR_BodyLength_mm,148_4753274,0.21734234761402704
TR_BodyLength_mm,148_4753297,0.2500011907568689
TR_BodyLength_mm,148_4753298,0.3973294351600358
TR_BodyLength_mm,148_4753299,0.034437116299400376
TR_BodyLength_mm,148_4753300,-0.1753173023134306
TR_BodyLength_mm,148_4753301,-0.06896563082085963
TR_BodyLength_mm,148_4753302,0.06860182190997455
TR_BodyLength_mm,148_4753303,-0.2280434140037053
TR_BodyLength_mm,148_4753306,0.14046822742474915
TR_BodyLength_mm,148_4753308,0.15712397418093568
TR_BodyLength_mm,148_4753309,0.15082956259426847
TR_BodyLength_mm,148_4753946,-0.12440333788202984
TR_BodyLength_mm,148_4753992,0.12222976750248511
TR_BodyLength_mm,148_4753993,-0.11094003924504582
TR_BodyLength_mm,148_4753994,-0.18086129846174304
TR_BodyLength_mm,148_4753995,-0.11881333710010122
TR_BodyLength_mm,148_4753996,-0.10338156042338073
TR_BodyLength_mm,148_4753997,-0.19525133928223526
TR_BodyLength_mm,148_4753998,0.031683230434783834
TR_BodyLength_mm,148_4753999,-0.09428609912772061
TR_BodyLength_mm,148_4754000,-0.06235029918623038
TR_BodyLength_mm,148_4754002,0.09127055989322883
TR_BodyLength_mm,148_4754003,-0.022304849838432304
TR_BodyLength_mm,148_4754004,-0.12137245414841652
TR_BodyLength_mm,148_4754027,-0.08037180680557422
TR_BodyLength_mm,148_4754028,-0.15025062674119002
TR_BodyLength_mm,148_4754029,-0.18152889256284185
TR_BodyLength_mm,148_4754030,-0.1568631173748547
TR_BodyLength_mm,148_4754031,0.012987012987012988
TR_BodyLength_mm,148_4754032,-0.13450292397660818
TR_BodyLength_mm,148_4754033,-0.21212121212121213
TR_BodyLength_mm,148_4754034,0.19999999999999998
TR_BodyLength_mm,148_4754035,-0.3333333333333333
TR_BodyLength_mm,148_4754036,0.18675892306513847
TR_BodyLength_mm,148_4754037,-0.08674161547828593
TR_BodyLength_mm,148_4754038,-0.01032258923837131
TR_BodyLength_mm,148_4754039,0.021739130434782608
TR_BodyLength_mm,148_4754040,0.23334773795928976
TR_BodyLength_mm,148_4754721,0.01320196723968899
TR_BodyLength_mm,148_4754722,-0.11055291891197538
TR_BodyLength_mm,148_4754723,-0.1701604252870822
TR_BodyLength_mm,148_4754724,0.16706491494452883
TR_BodyLength_mm,148_4754725,-0.029412273573148944
TR_BodyLength_mm,148_4754726,-0.19765521866080446
TR_BodyLength_mm,148_4754727,-0.1695668201098438
TR_BodyLength_mm,148_4754728,-0.029239766081871343
TR_BodyLength_mm,148_4754729,0.03827751196172249
TR_BodyLength_mm,148_4754730,-0.09127055989322883
TR_BodyLength_mm,148_4754732,-0.1504953445652232
TR_BodyLength_mm,148_4754733,0.13537278845914205
TR_BodyLength_mm,148_4754759,-0.04472279070219706
TR_BodyLength_mm,148_4754760,0.3247531119565343
TR_BodyLength_mm,148_4754763,-0.07189542483660132
TR_BodyLength_mm,148_4754764,0.19999999999999998
TR_BodyLength_mm,148_4754765,-0.16339869281045755
TR_BodyLength_mm,148_4754767,-0.12468447572731323
TR_BodyLength_mm,148_4754768,-0.19522532113522004
TR_BodyLength_mm,148_4754769,0.08053736620868956
TR_BodyLength_mm,148_4754770,0.033614632272640714
TR_BodyLength_mm,148_4755402,-0.14354231294080366
TR_BodyLength_mm,148_4755450,-0.13333760020481092
TR_BodyLength_mm,148_4755451,-0.3081315546078573
TR_BodyLength_mm,148_4755452,0.10383750117835444
TR_BodyLength_mm,148_4755453,0.16296296296296298
TR_BodyLength_mm,148_4755454,-0.15608011185773493
TR_BodyLength_mm,148_4755455,-0.19920476822239894
TR_BodyLength_mm,148_4755456,-0.21114460292333606
TR_BodyLength_mm,148_4755457,-0.2763636363636363
TR_BodyLength_mm,148_4755459,0.06361841598219597
TR_BodyLength_mm,148_4755460,-0.026144349280800106
